processed_text,target_label
aldri mens lever må forsvinne,0
ikke fn bombe slette islamistiske land jorden kvitt helvetes pakket gang,0
derfor må slutte få muslimer landet vårt,0
ikke muslimer blodtørstige jævler forskjell kristne,1
ikke islam stoppes europa sikkerhet gå hundene del kaotiske menneskefornedrende korrupte tilbakestående islamske verden,0
igjen kent andersen spikrer djevelskapen veggen islam må norge helvete lei islammølet fremheves media kunnskapsløse politikere nrk naive toskete promotører ørkenideologien hijabkledde muslimske jenter frekt freidig står tv gliser trynet nrk prakker må betale politikerne stortinget ta vettet få vredens religion vårt samfunn tida inne lenge,0
går diktatur sensur meningstyranni,1
ikke aprilspøk forsøk inrette statens juss allerede gjelder tyskland england andre steder vesten burde statsborgerforeningen prøve anmeldselse marxistiske folkeforræderne flyktningehjelpen forsøk innskrenke statsborgernes privilegier ifølge statens paragraf,0
flott paragraf tar vare litt hardt kalle landsforrædere forsøke rydde kommentarfeltene hatefulle ytringer vel vippser tier vegne takk bidraget,1
landsforræderparagrafen gjelder forræderi staten annet kommenterte,1
hvilket grunnlag tenker flyktninghjelpen landsforrædere,1
synes litt hardt sidestille flyktninghjelpen vidkun quisling sender tier vegne trollmelding takk bidraget,1
legger merke unngikk svare spurte,1
landsforræderi nok gang annet tok,1
åja beklager leste feil tar selvkritikk folkeforræder,1
fremdeles unngår svare spørsmålet ser,1
svare spørsmålet nasjonalist grad tjent forsvaret går bunad mai,1
staten nasjon la formulere spørsmålet mer presis,1
nasjonen norske folk harald hårfagres nasjon moralsk sett helst politiske territoriale andre rettigheter syn burde forsvares,1
ser dog annet forslag forklaring forræder anser folkepatriotisme angrep ikke andre folkegrupper,1
absolutt nevnte bør forsvares sammen ytringsfrihet menneskerettigheter beskyttelse minoriteter,1
svarte ikke svare mener folkeforrædere,1
takk nasjonalist mener altså norske folk rettigheter folkegruppe identitet begrep,1
folkeforræderi forræderi folk altså skille tre separate forskjellige begreper folk land staten eksempel folkeforræder,1
ikke ytringsfrihet ikke flyktninghjelpen ytringsfrihet,1
sviker folk forsøke få saklig debatt få vekk hatprat,1
holdningen bak ordene forrædersk forræder ikke gjør personlighet meningsfriheten viktig ytringsfriheten viktig forrædere hater eget folk dets eksistens identitet gjøre gi uttrykk patrioter ikke deler synet mener forræderske uttrykk usaklige selvsagt irrelevant,1
uinteressante ytringer ignorerer velger bruke oppmerksomheten annet få vekk prat ikke liker eneste legitim mulighet gå vekk prater prøve stoppe ytringer derimot strid grunnleggende moralitet,1
litt vanskelig diskutere definerer dine egne ord grunnen reagerer bruk ordet forræder størsteparten norge mener sier ordet forræder,1
svikefull forrædersk holdning staten familie mye mer snakker holdning egen folkegruppe,1
virker allerede tolket meningen veldig godt trygg klar komme tilbake tema,1
skjønner ikke gang mener diskuterer poeng slenge rundt forræder folk uenige undergraver dine argumenter troverdighet litt linje sagt kritiske innvandring rasister åpenbart ikke sant,1
folkeforræder motstander eget folk dets eksistens interesser,1
får lov definere norske folk annen nordmann oppvokst norge tjenestegjort tre kontigenter afghanistan vegne landet står inne mener helt nødvendig forsvare norske verdier norske folk definerer norsk norsk statsborger,1
norge demokrati norske dugnad villighet stå sammen slippe andre hytta storm viktig hende norge ikke,1
bergenser trønder finnmarking oslogutt ikke nødvendigvis mye felles binder sammen bor norge mener annet,1
høres argumentet uenige forrædere demokrati,1
må nesten utdype litt,1
utdyping mener bra la forklare forræder først avklare begreper norske folk folk samefolket folk jødene folk nasjon folk norge tomt landområde staten juridisk person konstituert tirsdag eidsvoll john fredriksen norsk statsborger staten kypros bosatt england,1
forræder forræder fiendtlig egen gruppe dens interesser eksempel familiefar all hemmelighet selger huset lar kone barn kastet gaten mens tatt pengene reist tidenes ferietur far forræder familien tysk dame ønsker tyske folk miste land forsvinne blandt millioner mennesker tredje verden damen forræder folk dets eksistens interesser presentert kort begrepene snakker,1
hatytringer israel vel fortsatt lov,1
jo million lønn egeland flyktninger jobb,1
økonomiske migranter vel flott flyktninghjelpen formidler ikke velkommen,1
stygge uttalelser norske barn kvinner nordmenn gjøres,1
totalitære tvers igjennom onde frihetshatere,1
april balanse nett mediene bør tenke polariserende konsekvenser kjempefint flyktninghjelpen hjelper flere titalls millioner mennesker flukt nød årlig trollmelding kampanjer lite demokrati gjøre ytringsfrihet råder enkelt må føles akseptert facebook andre moderatorer sletter vel meldingene går streken finnes langt viktigere ting ta tak,1
oi folket kues rettenkende sosialistene,1
populært derre ordet hat kommer nok ap klattene,1
april feil slikt må gå veier nei forresten ikke april ei heller derimot,1
rasismen nordmenn forties ihjel pk media,1
trekker sosialisten jan egeland frem negative hatytringer rights document resett innlegg leser litt vet jo hatytringer finnes kommentarfelt u hos vg dagbladet nettavisen nevner aldri egeland kommunikasjonskampanje merkelig bevisst,1
problemet enkelt omgå send kritikken rett trynet trynet egeland like,0
nordmenn får rettigheter lykkejegerne får snakke,1
konstruktiv kritikk ikke personangrep burde selvfølge voksne mennesker,1
hatytringer bør slås islamkritikk innvandrer skeptiske uttalelser ikke hatytringer kommer under ytringsfrihet bør absolutt ikke slås,1
drar jo nytte ytringsfriheten ser,1
enig dessverre ikke overbevist flyktningehjelpen andre innflytelse stand se forskjellen synes mer mer viktig stå ytringsfriheten under betydelig press,1
reis land fornøgd folka bur,0
fornøgd aller fleste norske bur hører noreg jobba heile yrkesliv noreg ca år betalt skatt desse likar norske berre våre pengar husrom,0
ennå gode se trådene snakker bra utlendinger,1
omtaler mennesker bekjenner ekstrem retning islam,1
verdens mrd muslimer delt is al shabaabs syn religionsutøvelse ikke verden stått påske,1
majoriteten rammes terroristenes uhyrligheter muslimer,1
paranoia u konspirasjonsteorien gjengse muslim anklages forfekte tankegods,1
oppfatningen synes svært utbredt resetts kommentarfelt grov generalisering muslimer homogen gruppe overordnet mål,1
polariserte debatten ser økende grad nett forsiktig sagt skremmende,1
tilhører trenger ikke bry islam folkene ulik alt forskjellig derfor bør land ennå værre betale norsk vanskelig forstå like mennene ønsker må legge elsk fremmed kultur unaturlig motvekten kommer hjelper ikke ikke naive nøff,0
bruker hijab andre ikke,1
eneste hatt felles samlet hat terroristorganisasjoner is al shabaab dess like,1
norge burde forby hijab barn hijab seksualisere barn koranen står flere steder kvinnen dekke pryd unntatt mann nærmeste ikke forventes føle attrå tiltrekning f eks sure generelt sett hijab annen tildekking kvinnen underordningssymbol kvinnen hører mannen ærbar kvinne viser ham dermed bryter syn hodebekledningen norsk likestillingslov forbød tyrkernes far mustafa kemal atatrk kvinner bruke hodebekledning modernisere tyrkia verdenskrig,0
forbud sykehus sykehjem apotek politi militære egentlig alt,0
heller forby hjernevasking indoktrinering sinnssyke ideologier altså får jo satt sluttstrek all sinnssyk oppførsel engang,0
dessverre umulig gjøres oppsynsmenn hvert hus moske,1
psykisk terror barn voksne jo allerede forbudt ideologisk indoktrinering jo form psykisk terror barn ikles burka hijab jo nokså synlig bevis indoktrinering psykisk terror foregår,0
altså motsatt fall ikledd barn nazi uniform kkk uniform lang tid gått politi barnevern stått døra foreldrene arrestert,1
burde hijab passer ikke europa,0
hijab vel intet gjøre norske kultur selvsagt hijab forbys,0
absolutt ikke hjemme farlige terrorister erna virkelig dum naiv,0
bør ikke komme landes grenser slike plagg,0
vell forbud jødiske hodeplagget jo helt galt ungene kastet skolen bruker hijab praktiseres læreren gå bort gjenta be gå tvinge ta hijaben foran elevene ikke mobbing,1
tull usa pønsker igjen beste bruke isis legge skylden,1
fortjent slags menneskeskapte vesener sett hørt ekstremsyke terrorister,1
nye investorer ferdig vis trenger syndebukk får sjappa gå videre,1
tenker heller aldri forsvant heller sjokkerende viss prosentandel befolkningen ivrer hente tilbake norsk statsborgerskap beskytte barna kommer ikke ende godt utgjør stor sikkerhetstrussel landet vårt,1
land interesser midtøsten is får hærje liten pris betale to største stormaktene,1
usa nato uro landene gjør alt holde beina,1
klar amerikanske soldaters liv gått tapt bekjempe is,1
menneskeheten aldri klart holde fred gang kommer intelligente nok klare holde fred dessverre lite trolig klare må slike kreftsvulster is fjernes rester ikke fjernes vokser videre vet totalt destruktive mennesker ikke trengs strykes hårene naivitet bruker ikke vinnende oppskrift hold fingeren knappen kvitt svulsten tidlig mulig,1
vedde flere lenge sluppet norge flyktninger samler egen hær,0
km lange kolonnen biler produsert usa satelitter se finne mann gjemt bak busk muligt,1
fortsette tykke synd kvinnfolka reiste nedover formå kjempe is komme tilbake igjen norgenei takk sympati,1
norge ønsker is terrorister hjem uforståelig,1
forstått ikke kvinnene størst fokus barna,1
ønsker komme arrestert stilt retten følger ikke,1
får kontakte myndighetene fastsetter ikke straffene lykke,1
naivt tro får rettmessige straffer norge beste straff får måtte,1
ganske utrolig nok jo naboene dine tror år fengsel hjelper slike personer,1
full krig erbil sørover grensa tyrkia månedsvis regjeringsstyrkene støttet iran russland is dag slapp russiske fly tønnebomber forrige uke bombet sykehus fn beskyttet tillegg millioner flukt meldte krigskorrespondent svt våre nyhetskanaler taus,1
ser internasjonale nyheter engelskspråklige kanaler kjenner ikke igjen presentert norske medier norske journalister venstrevridd sympatisører islam gjør vondt,0
ikke erbil utenfor erbil is aldri sentrum,1
amerikansk tankesmie sier land krig viktig industri storpolitisk brukes aktivt spesielt nærmer valg jo ikke utmelding tankesmien overraskende klipp lim tabloid journalister tv sikkert manna himmelen agurk tider god sommer,1
norge vel chartre nye fly hente varmen må jo sikkert ta vare,1
is kommer desverre aldrig borte godt forskjellen får nytt navn media tror ny gruppe terrorister egt samma,1
vel ikke trodde gruppen utslettet gamle nok husker vel lenge krigen landet nassist tilhengere,1
sikkert bra klikk litt kanten spør,1
anbefaler lese lille teksten under bildet,1
iran prøver gjenopplive is distrahere usa forestående krigen tillegg tyrkias vedvarende konflikt russland usa f må vel forklaringen,1
ar ikke emoji passet jo svært uønsket håper verdens oppegående ledere sette hodene kok komme samlet opplegg legge kniven død gang,1
ikke overrasket snart se navn norsk politikk må politikerne bort folkevalgte trenger kutte korrupsjon ta tilbake styringen,1
sympati frivillig støtter gjort hverken kvinner menn feige hyklerske politikere støtter slike europa igjen dessverre europa norge,0
god reklame toyota hilux veldig sterk pålitelig bil bra is bruker alt,1
sikkert norge beskyttelse norske stat mindreårige innvandrere,0
overrasker ikke is reise nytt komme verre grupperinger,1
media skryt uttalelse russland usa skryt is tapte øst vest efrat lukte øye is kontrollerer stort område vest efrat del sovendeceller tilhengere øst efrat,1
is tap snakker hvert land is borgere få hjelp dessverre flest ikke kommet ide hjelpe lokalfolk stabilisere området uro kaos mangel ekstremister jakt vokse,1
lett hjernevaske folk mangel folk bra form stabilisering aksepterer ikke terror ekstreme holdning,1
nei må jo høre hysteri eventyr fortellinger,1
får se globalistene får år,1
is vel allerede tatt styre provinser afghanistan geriljagrupper indonesia malaysia filippinene sikkert flere plasser daesh langt ifra beseiret,1
ikke stemme helten trump smartere bedre andre jo sagt is nedkjempet is ikke fått beskjed nedkjempet,1
seriøst trodde nedkjempet islam eksistere helt religionen reformert mulig heller tvilsomt kampen skape enda mer jihad,0
ikke forstå trodde beseiret jo spredd land,1
usa sa is knust trodde sier tilbake tror,1
bombe fjernet hele midtøsten eneste mulighet fred ro idiotområdet,0
må begynne atombombe hele området,0
må nokk sterkere lut tønne bomber mini atombomber flere ganger pr dag,0
må vurdere bytte frasen frekkere flatlus kanskje frekkere islamist hm,0
analysere flyktningestrømmen må ta hele kaka foranliggende årsakene ikke diskutert artikkelen,1
valgkampen vel tiden inne spe propagandaen litt fakta kanskje litt dårlig samvittighet holdt norske narr flere måneder,1
ikke rart halve europa fikk delerium trodde godhjertede hippier hel mnd u grunnen hele europa vei knestående,0
hjelp nærområder stans selger turene gjør slutt krigen syria politikere klarer ikke våre noens folkevalgte basta bom,1
gjort slutt krigen syria politiker,1
kroatia ikke medlem schengen samarbeidet flyktningene tatt ny rute gjennom kroatia kommer eu schengen landet hellas ungarn laget murer gjerder tok serbiske myndigheter førte kroatia kroatia norge bestemt ta imot timer flyktninger kroatia ungarn stengte grensene gjerne sett norge takle sånnt synes kroatia taklet noenlunde bra spør menneskesmuglerne allerede tyrkia tatt forhindret folk legger overfyllte båter tar turen hellas flyktningene burde hentet human måte ikke la gå kveg oppover europa fleste flyktningene registrert kroatia slike mengder mennesker flukt manglende vilje tidligere østblokkland strømmen problematikken ille fleste flyktningene passert kroatia ca tyskland mål dagen talls flyktninger svinesund ressurser registrere personer resten sendt oslo tror forsiktige dømme andre kroatia stemte kvoten eu utdelte igår mens ungarn tsjekkia slovakia romania stemte imot norge stemt flyktninger gjennom år antallet mye høyere,1
eksperter mener plutselig vanlige mennesker snakker ikke annet massmedia siste måned veldig involvert saken ukers ga pga manglende respons staten,1
ikke skjønt aldri gitt flyktninger opphav lite visste år fremtiden bringe grunnen må registrere første landet kommer annen måte må satt gang prosessene rundt flyktningene poenget flere forskjellige land kjører prosess person burde heller bruke ressurser andre flyktningene kommet,1
jo sier poenget flere forskjellige land kjører prosess person,1
sett dublin avtalen god tanke folk må forholde landet først registrert jo avtalen ikke særlig god andre frp fjerm dublin avtalen får registrert flyktninger snart europa mening ikke beste,1
beste måten stoppe flyktnigskrisa stoppe destabilisere midtøsten konsentrere fjerne al nusra is andre terror grupper,1
stoppe hele landet helhet husk flytter snart,1
flott politiker kommer utspill stille passiv nok uenige ikke pga forslaget pga sylvi tar,1
ghettoer etablert tallet venstresiden ta flere flyktninger høyresiden bremse innvandring,1
full stopp all innvandring hjelp nærområdene,1
hjelpe nærområdene hjelper nordmenn betaler flere talls prosenter skatter avgifter måned pengene sendes korrupte ledere rundt verden la folk andre land ordne tisse buksa kaldt,1
grunn enig gir egentlig penger korrupte land meste havner lommene feil folk folk norge burde holde tilbake skattepengene regjeringen la frem plan brukes,1
all verden logisk jo andre kommunene fylles hurtigere,1
bør full invandrer stopp pluss sende tilbake ifra d ikke krig,1
kommuner reis vis ryggrad la gjelde hele landet,1
se virkeligheten år tildelt kommune likevel søke innvandrertette områder først ikke fikk bo finnes slektninger miljø ettertrakter ikke minst moskeer bøtter spann tvinges bo tildelt kommune livstid neppe effekten forslaget minimal trengs god effekt stopp familiegjenforening makstak asylsøkere året full brems islamiseringen null særfordeler null spesialhensyn,0
problemet stor innvandring islamtilbedere,0
resten norge ødelegges emigrert muslimlandet grorrudalen ikke ønsker muslimer området behold ønsker overhodet ikke emigrere igjen stopp galskapen steng grensa,0
synes gå full stopp innvandring,1
all innvandring må stoppes europa ikke bære årevis fremover kollapse havner tragiske situasjon hjelpe lenger,1
mener importere innvandrere stor skala få nærmiljø eneste måten stoppe galskapen må kjenne kroppen,1
må henvende søke fritak flyktninger kommunen,1
mest vanlige døpenavnet norges hovedstad mohammed grunn betenkt altså oppkallet arabisk ørkenrøver massemorder pedofil horbokk,0
like vanskelig liten kommune,1
må lære sverige store problemer sepo politiets siste trygghetsrapport utenforskapsområder antatt mer kvinner under sosial kontroll eksplosiv økning voldtekter urovekkende utvikling gjengvold bilbranner innbrudd narkotika våpeninnport osv forteller norsk media lite desinformerer derfor norske folk unnlate informasjon spesielt statskanalen sammfunnsoppdrag vøre balansert upolitisk ikke lever måte rart tilliten norske medier svekkes,0
tilgjengelig våre nettsider allerede,1
endelig kongelig ryggrad må misunnelig danskene,1
jo sunn fornuft mangle,1
dronning margrethe innteligent advart år står steilt muslimer tilpasse danmark ikke motsatt,1
dronning sunne fornuftige interesser landet,1
jo integrering ikke landets innbyggere tilpasse nye landsmenns kultur,1
iman hater kristne velkommen norge flere gjør advokater jurister dommere folk rettsvesen journalister etc etc rike får fyldige lommebøker eneste makt eliten klarer landet trygg tok jo vare flykaprer gang tiden humanistisk ånd synes litt stygt forsøke drepe forlagsdirrektør utga bøkene sataniske vers ettertiden ikke snakke stygt selvom kvitte kristne,0
ikke forlate vårt lsnd trur nok mere muslimer vesten motsatte kommer gang servere vårt land sølvfat utnytter systemet,0
norge burde stoppe ekstremister paa tide norge reagerer hvad gjor utlendinger norge ikke integrere se eneste grunden norge aa melke okonomiske goder norge gir,1
ikke slike imamer norge typen imamer rekrutert terrorister flere europeiske byer,1
vanskligere forstå religion sånne topper forsvarer sånne hendelser jo formidler kunnskapen andre ska lever hånda hjerte islam godt verden må finne gode lærere,1
veldig trist gang gang lagt frem bevis lite islam forenlig vestlig demokratisk tankemønster troende muslimer aldri verken integreres,0
skaffe særlover får sånne rett landet fart alternativet tilstander brssel bør ikke lenger kulturmuslim leder stortingets justiskomite,0
immamer bør formidle budskap fred empati bry hverandre står ikke verken bibelen koranen lov drepe derimot nestkjærlighet står mye viktig budskap aldri kvitt ekstremister immamer hyller drapsmenn ikke forstått budskapet formidle,1
ille muslimske venner sier annet godt menneske vise empati ikke lov ta drepe,1
troende muslimer nivå truende demokratiet uansett imamene radikale viser tid gode naive nordmenn må åpne øyne se realiteten ikke flere muskeer første skritt,0
dessverre hvert vanlig misbruke ytringsfriheten norge typer innspill ytterliggående politiske religiøse grupper hylde ekstreme uttalelser handlinger betenkelig enten kommer fanatiske imamer pegida fremskrittspartiets supportere,1
nevnte heller ikke andre politiske partiene litt mer moderate uttalelsene,1
andelen komplette idioter blandt imamer forskrekkelig høy minste tar moskeens styre avstand imamens reaksjon dødsdommen pakistan mager trøst,1
skremmende tankegods formidles enkelte imamer muslimene ikke tar avstand slike voldelige ekstreme budskap situasjonen muslimene vanskelig europa tjent må mulig leve sammen ulik religiøs bakgrunn krever imidlertid forståelsen begrepet respekt gjensidig akseptert begrepet ligger klart tar avstand vold undertrykkelse forutsetning få lov leve demokratisk europa,1
sak norske myndigheter kast møkkamannen landet sånt søppel trenger absolutt ikke ikke annet sted heller,0
ortodoks konservative religionen propageres moskmiljøer tuftet frykt,0
geistlige elitens anti rasjonalistiske anti humanistiske kunnskapsproduksjon innpodet menneskesinnet gjennom religiøst konservative moskorganisasjoner avler fram dogmatiske intellektuelt blaserte entiteter ikke personligheter frimodig innstilling samt fri dynamisk intelligens,1
islam skrikende behov fritenkere våger utfordre presteskapets fortolkningsmonopol,1
høyst nødvendig muslimene tar omfattende genuint intraoppgjør slike primitive krefter samt dehumaniserende dogmer doktriner diametralt koranens basale humanistiske prinsipper,1
rart folk støtte slike drakoniske lover hjemland nyter godt norges myke lovgivning kulturelle syn religionsfrihet blasfemi,1
interessant innleg ikke ukjent vesten kristendommen basert nett,1
utdypende saklig svar godt svart godt tenkt la håpe flere åpner hjerter sinn tør kritiske egen religion kultur,1
lovene gjelder landene flyktningene kommer respekteres bør leve fred hverandre tross uenighet,1
diplomati demokrati bedre opptøyer krigføring uansett hvilket plan land,1
velreflektert innlegg tusen takk ser benyttes religion eliten befeste makt gjennom dogmer propaganda skjedd tider fortsetter splittes folket styrkes geopolitiske maktelitens grep folket trist ikke flere mennesker ser,1
hyllest alt europa står drepte forakt gjør imanen egentlig nok imaner klarer integrere innkluderer relgion kultur landet flytter burde finne sende tilbake evt område mening,1
tide myndighetene setter foten statsstøtte moskeer drives radikale imamer oppfordrer vold må avsluttes,1
byttet medlemskap år tilbake,1
fult mulig ytre komme hatefulle rasistiske ytringer må regler ikke enkelt ytrer merker øvrig høyrepopulister inklusive sian tar orde forby islam nekte enkelte imamer predikere stenge moskeer osv høyrepopulistene bruker ytringsfrihet nekte andre rettighet merkelig ikke bedre selvinnsikt,1
staten ikke bestemme staten bestemme ikke jo ikke andre staten avgjøre staten mener domstolen ikke byråd politi osv såpass utvidet makt misbruke forhåndssensur ytringsfrihet må beskyttes parter ikke undertrykkes,1
logisk brist bestemme ikke synonymt bestemme enten ytringsfrihet ikke,1
liker ikke løk gir klar beskjed mat serveres imidlertid hater ikke løken derfor ikke dømmes hatefulle ytringer betale utsagn fengelsstraff,1
ledd globaliseringsprossessen sørge ytringsfriheten kontrollert styrt ikke forenelig grunnloven derfor forsøkes gå bakveien oppnå målet forfinede utgavene koranen laget tilfredsstille politikerne andre godfjotter uttalt tidligere is god representant islam følger koranen mohammeds fotspor politikerne fortsatt påstår islam religion hovedsaklig politisk ideologi feighet redsel kommer skje går imot religionen,0
jo regjering stortingets velsignelse bedriver hets rasisme knebling ytringsfriheten norges befolkning,1
siste årene druknet vei middelhavet trist våre kirkelige ledere flere drukne,1
får ta unger stor plass tror gjengen privat,1
ikke stole folkevalgte styrer,1
bør jobbe meir målretta internasjonalt mtp demokratibygging helse utdanning mat bør knytast demokratifremjande betingelsar midlane treng fleire velfungerande statar takle utfordringar knytt klima mat overbefolkning ser tendensar fleire fleire dysfunksjonelle statar greier takle problema oppstår påfølgande folkevandringar aksjonane godhetsposørande biskopar pop politikarar ser meir meir verdirasjonalitet kleinaste,1
får kjirkenes hellige ta sørge glemme att landet behøver hjelp norsk opphav,1
merkelig viser fram umenneskelige side tillegg slenge dritt mennesker ønsker hjelpe,1
går alt hente muslimer finnes verre plasser moria nevne manill india brasil lista lang,0
kanskje regner europeere hellas europa vel ferieparadis nordmenn,1
skjønner ikke sympati sitter leiren grekerne ikke klarer håndtere situasjonen,1
ordens skyld invasjon militære styrkers inntrengning fremmed territorium lands sjøen gjennom luften snl,1
ikke helt fortrolig benevnelsen berikelse regner vedkommende sto ugjerningen stavanger fikk straff forstå bekymret opplever slikt opplevde dessverre aldri forstå mennesker omtales søppel uansett oppfører mennesker oppføre dårlig skapt gud mennesker dersom bekymret andre religioner hvert fall viktig holde våre verdier hevd,1
religion ideologier opphavet all jævelskap verden kriger aldri eksistert folk levd fritt,1
misliker religion ideologier misliker dine holdninger nok aldri enige stopper,1
får ta hjem politikk religion sammen gjør såkalte folkekirken ikke lenger folkets,1
bønn norske kirke holder kjeft gammel overtro virkningsløs møte virkeligheten,1
undrer syrere liv død europa jo drøssevis muslimske land trygt reise,0
muslimer flykter religionen avgjørende hjelpe folk,1
kirken ikke engasjere politikk,1
foreslår kirken fokus ting tro gjøre ikke blande bistandspolitikk mindre dekke egen lomme,1
bra initiativ høyre tør nok ikke fare miste velgere frp tyskland burde vel,1
overgriperen får dagers samfunnsstraff offeret får posttraumatisk stresslidelse symptomene ofte verre tiden påvirke funksjonsevnen vedvare resten livet ergo jo egentlig offeret straffet mye verre gjerningspersonen virkelig,1
kastrering hjemsendelse opprinnelsesland må vel rimelig straff,0
velkommen norge kriminelle gjøre ikke straffet uansett,0
først fått juling tau rundt snappen slepekroken bilen kjørt rundt boligfelt folk se øke farta hvert,0
bør trolig se gjelder potensiale utføre overgrep,1
burde diskvalifisere asylsøknaden bør sendast øyeblikkeleg personar slike tilbøyelegheiter utgjer stor fare alvorlegare ting seinare berre vise type haldning,1
kanskje arbeidsledig glad få jobb måtte jo temmelig naiv skjønte antagelig ikke dreide våknet vel efter opplevelsen,1
støtter bonden leve bruker mye penger helt vanvittige ting må enkelt bruke litt mer penger beholde folk distriktene sikre trygg god mat nasjonen,1
jo fullstendig sykt dvs mannen fortsatt fri må ta samfunsstraff riv ruskende galt vårt straffesystem klart viktig ta vare dritten stakkars ofrene tenker slags samfunn norge virkelig undre mannen burde sendt første fly dit kommer,1
merkelig sinte nevner florerer norske overgripere forstyrrer bildet slemme araberne kanskje øvrig ikke voldtekt følge avisen ellers svar kommentar johnny skevik jo forsøke litt etterrettelig fall sier faktisk akkurat omvendte forsøker tillegge,1
derfor absolutt relevant sammenheng hatet stupiditeten flommer kommentarfeltet ene alene snakk muslim,1
eneste hjelper kastrere sånne tilfeller hjelper preventivt andre komme tenke tanken gjøre lignende,0
kansje nordmenn bør komme thailand philipinene tortur overgrep småbarn asylsøkerne sendt herfra,1
antyder nordmenn thailand philipinene potensielle pedofile tortur forsvarer jo nettopp norge dine ord forstår kommenterer,1
kvinner ikke jobbe svina prøv innse redde verden,0
frivillig leksehjelp guttene snille høflige hjelpsomme ovenfor jenter oppfører veldig ordentlig etterhvert fått del jentevenner behandler mer respekt vant norske gutter litt sjenerte forhold jenter,1
kjent sak asylsøkere helt annen kvinnesyn velger ta landet tillegg naive jenter hjelper asylmottak bedt,0
kommer pensjons fondet nytte beregnet fremtidige generasjoner stemmer alt ventetiden kanskje,1
million flyktninger bevegelse europa samtidig coronaviruset spres hele verden interessante dager uker,1
lure politikere europa tjener penger kommer flyktninger europa motta støtte,1
annen side ny flyktningkrise føre større høyrevind europa,1
stopp all handel tyrkia straks strup økonomi støttet muslimsk invasjon europa,0
snart flere mosker kirker landet kondolerer mye norge trist,0
religioner krevd like mye muslimene gjør forresten tar jo avstand fleste vestlige verdier,0
kommunen synes vel islamiseringen ikke går fort nok,0
vel hele landet gråter ikke barn unge dag muslimene får mer mer innflytelse prester biskopers velsignelse,0
reiser aldri kommunen fylket stiller sponser moske kommer overta hele styringen norge nok likesinnede stortinget lever får se,0
synes rimelig ordføreren kraft stilling skjøter kommunehuset vederlagsfritt muslimske trossamfunnet bygda stor glede nytte sammen muslimer kristne ser ikke lenger behovet kommunehus bygda ordføreren gjort søke jobb mullah moskn ordføreren trolig bekle stillingen mullah bra,0
finnes sikkert ei lite brukt kirke avhendes raskt får fart islamiseringa,0
ber ordfører se fremtiden økende antall muslimer nok får moskeer nok rundt landet ikke lenger religionsfrihet norge altdomminerende althatende intolerante islam overtatt landet,0
religionsfrihet ikke kommunalt ansvar fremskaffe hverken kirker andre gudshus,1
relgionsfrihet betyr vel tro ikke tro privat sak ikke offetliges ansvar betale,1
penger leieutgifter kommunen tar utgiftene,1
ydmykhet takknemlighet fått opphold annet land totalt fraværende hos majoriteten muslimske flyktningene ta fått sted sove balleløse norske politikere gir,0
muslimer bittelille steigen bittelille plass kristne sekulære norge legger norske politikere rette islamisering landet attpåtil sp spissen moske prioriteres altså mens mangler milliarder vedlikehold skoler kirker andre bygg samtidig eldre sulter går lut kaldt vann uhørt farlig utvikling flyktning dessuten feil begrep flykter livet nærmeste trygge område tar gjennom trygge land norden migrant velferdsmigrant leve gratis norske skattebetalere innvandring aldri funnet sted,0
nevnte snikislamisering fikk refs statsministeren islamiseringen pågår fullt god hjelp idiotiske politikere,0
moske følger imam sørger muslimer etterlever sharialoven osv dum går an graver eget lokal samfunn,0
epp erna faktisk ordene behold ikke nye snikislamifisering direkte islamifisering trist,0
tragisk faktisk deprimerende lite lokalsamfunn rundt innbyggere heller ikke unnslippe islam moskeer kirke må spørre ikke kommunen gå bresjen norske kirke gudshus norge fremdeles kristent land kanskje halvkristent land etterhvert ser islam brer mer mer ute havgapet øde øy hekkende fygl ulike slag an annen fiskebåt moskeen islams fremtidige generasjoner selvsagt,0
vel ikke grunn kritisere får leid bygg ok pris syns bedre erdogan iran infiserte mosker mosker drevet lokalt muslimske brorskap revolusjonen iran spredt år nok integreringen gått bedre,1
snakker galskap muslimer tillater frekkhet be få leie forsamlingslokale vel tatt nei la alltid markere hvite ariske kristne mennesker velkommen landet la frata kommer hit annen hudfarge religion mest grunnleggende menneskerettigheter la stigmatisere mennesker tro etnisitet ikke gjør hvite ariske menn laget god skole slikt perioden apropos jødeparagrafen første innskrenkingen jødenes rettigheter nazityskland visstnok forbud eie hund nekte muslimer steigen etablere gudshus litt kvassere henseende kjør jøder muslimer ikke tilgang riket får ikke eie hund samles bønn deretter endelige løsningen,1
jo vås flyktningestrømmen skyldes eksplosjon krig terror siste par årene nato norge bidratt bl a bombet libya,1
or del folk keshvari hjertelig velkommen godt integrert bryr ikke hudfarge derimot veldig skeptisk ta imot arabere aldri arbeidet dag liv jo arabere arbeider skjorta fattige ikke råd komme asylsøkerne rikfolket vant tjenere plukker ikke søpla gang vent,1
krigen syria må stoppes tror ikke mente,1
kanskje komme hjem kaste hjem andre,1
ser kommunevalget skremmende nesten hele befolkningen enige norges ansvar berikelse islam ikke forenlig norsk kultur levemåte ikke berikelse norge stygg start trygt velferdssamfunn rask vei,0
voldsom flyktningestrøm norge fleste kommer andre land europa norge blant landene tar imot minst flyktninger,1
lite sprbart land få innbyggere massive ukontrollerbare flyktningestrømmen allerede stort problem kommuner,1
